title,text,fake
Trump VP’s plane slides off runway at New York airport,"Politics Emergency crews responding after US Republican vice presidential candidate Mike Pence's plane slides off runway at LaGuardia Airport in New York on Thursday night. (Photo by NBC News) 
US Republican vice presidential candidate Mike Pence's plane slides off runway at LaGuardia Airport in New York in heavy rain. 
The plane carrying Pence ended up on the grass next to the runway in the incident which took place on Thursday night. 
None of the 37 passengers on board were injured. 
The airport has been closed until further notice. 
(To be updated...)",1
PressTV-Russia cancels request to fuel ships in Spain,"Russia This photo taken from a Norwegian surveillance aircraft shows Russian aircraft carrier Admiral Kuznetsov in international waters off the coast of Northern Norway on October 17, 2016. (Via Reuters) 
Russia says it has cancelled plans for a fleet of its warships to refuel at a Spanish port on their way to Syria. 
Vasily Nioradze, a spokesman at the Russian embassy in Madrid, said on Wednesday that the request was canceled, without giving further details, the Associated Press reported. 
The Spanish Foreign Ministry also confirmed that Russia had withdrawn its request for the warships to refuel in the Spanish port of Ceuta. 
""The Russian embassy in Madrid has just told us that it is withdrawing its demand for permission to stop over for the boats, which means that the stopovers have been cancelled,"" the ministry said in a statement on Wednesday. 
The development came after Spain, a NATO member state, said it was reviewing Russia's request to refuel its naval fleet at Ceuta after passing through the Straits of Gibraltar en route to Syria, where Russian forces are engaged in an anti-terror campaign in support of the Syrian government. 
In a statement released on Wednesday, the Spanish Foreign Ministry said that Spain had been allowing Russian navy ships to dock in Spanish ports for years, but that it treated such requests on a case by case basis. 
The naval group, which passed through the English Channel on Friday, is made up of Russian aircraft carrier Admiral Kuznetsov, as well as a nuclear-powered battle cruiser, two anti-submarine warships and four support vessels, escorted by submarines. 
The fleet will join around 10 other Russian vessels already off the Syrian coast. 
Ceuta sits on the tip of Africa’s north coast, across the Straits of Gibraltar from mainland Spain, and bordering Morocco. The port is part of the EU, but its NATO status is unclear. Since 2011, at least 60 Russian warships have docked in Ceuta. 
NATO irked by Spain’s announcement 
NATO Secretary General Jens Stoltenberg claimed that the Western military alliance was ""concerned"" by the deployment of the Russian warships. 
""It is each up to each nation to decide, as has been NATO policy for many years, but we are concerned about the potential use of this carrier group to increase attacks… in Aleppo,"" Stoltenberg said, adding, ""All allies are aware of our concerns."" 
Britain echoes NATO’s stance 
British Defense Secretary Michael Fallon also said on Wednesday that London would be ""extremely concerned"" if Spain refueled the Russian carrier group heading through the Mediterranean towards Syria. 
""NATO should be standing together,” he added. 
Since March 2011, Syria has been hit by militancy it blames on some Western states and their regional allies. Russia has been conducting air raids against Daesh and other terrorist groups in the Middle Eastern country at the Damascus government’s request for more than a year now. 
Russia boosts Baltic Fleet 
In another development on Wednesday, a report said that Russia was reinforcing its Baltic Fleet in Kaliningrad with two small warships armed with long-range cruise missiles to counter a worrying NATO build-up in the region. 
The report by Russia's daily Izvestia quoted an unidentified military source as saying that the vessels, the Serpukhov and the Zeleny Dol, had already entered the Baltic Sea and would soon become part of a newly formed division. 
Kaliningrad shares land borders with Poland and Lithuania. 
The deployment comes at a time when NATO is planning its biggest military buildup on Russia's borders since the Cold War. Loading ... ",1
Study: Swift birds fly non-stop for 10 months every year,"News Bulletin A common swift. 
A new study has revealed that a small bird known as the common swift can fly for 10 months without landing. The study in the US journal Current Biology has confirmed an old hypothesis that these birds spend most of their lives in the air. 
Scientists believe the birds which stop while flying does so only for a moment, and spent 99.5 percent of the 10 months in the air. They save energy during the day by sliding in upward currents of warm air. 
It’s still unclear how the birds sleep during the time. But researchers believe they might catch a few winks when they fly to high heights. Loading ...",1
Yemeni forces fire ballistic missile at Saudi Arabia’s Jeddah airport,"Yemen This photo provided by the media bureau of the operations command in Yemen shows a Borkan-1 (Volcano-1) missile. 
Yemeni army forces and allied fighters from Popular Committees have reportedly launched a locally designed and manufactured ballistic missile towards an area deep inside Saudi Arabia in response to the Riyadh regime’s atrocious aerial bombardments against the crisis-hit Arab country. 
Yemeni soldiers and their allies fired a Borkan-1 (Volcano-1) missile towards King Abdulaziz International Airport, located 19 kilometers north of the western Saudi port city of Jeddah, Arabic-language al-Masirah television network reported. 
A military source, speaking on condition of anonymity, later told the official Saba news agency that the 12.5-meter-long missile had targeted its target accurately and left massive destruction at the airport. 
Saudi media outlets, however, reported that the kingdom’s missile systems intercepted and destroyed the solid propellant and Scud-type missile before it could cause any damage. 
They said the projectile was launched at 9 p.m. local time (1800 GMT) on Thursday from Yemen’s mountainous northwestern area of Sa’ada. 
Also on Thursday, the media bureau of the operations command in Yemen said army soldiers had targeted a gathering of militiamen loyal to resigned president Abd Rabbuh Mansur Hadi in the Aqaba district of the northern province of Jawf, leaving scores of the Saudi-backed armed men dead. Fire rages after a gathering of militiamen loyal to resigned president Abd Rabbuh Mansur Hadi is targeted by Yemeni army forces in the Aqaba district of the northern province of Jawf, Yemen, on October 27, 2016. 
An armored vehicle and battle tank belonging to the mercenaries were also destroyed in the attack. 
Separately, a number of Saudi soldiers were killed and injured when Yemeni forces and Popular Committees fighters struck al-Kars base in Saudi Arabia’s southwestern border region of Jizan. 
Saudi Arabia has been engaged in the deadly campaign against Yemen since March 2015 in an attempt to bring back the former Yemeni government to power and undermine the Houthi Ansarullah movement. 
The United Nations puts the death toll from the military aggression at about 10,000. Loading ...",1
Fastest electric commuter ferry unveiled in Sweden,"Fastest electric commuter ferry unveiled in Sweden Fri Oct 28, 2016 12:49AM News Bulletin The BB Green ferry, powered by LTO batteries. 
World's fastest electric commuter ferry has been unveiled in Sweden. This is a supercharged vessel capable of hitting top speeds of 56 kilometers per hour. The ferry can accommodate around 75 people, plus 15 bicycles. Engineers say its speed, range and low environmental impact will convince commuters to trade their daily drive for a waterborne journey. 
Instead of a chugging motor down in its hull, there's a humming 200 kilowatt hour lithium-ion battery bank. 
Those involved with the project believe the rapidly recharging batteries make it a competitive choice for a number of routes and commuter journeys. 
Key to the ferry's high speed is its unique air supported vessel technology that reduces water resistance by around 40 percent. Using an electric fan system and its unique hull shape, approximately 80 percent of the vessel's weight is supported on a cushion of air. Loading ...",1
Massive marine park declared in Antarctic Ocean,"This undated handout photo received from the Antarctic Ocean Alliance on October 28, 2016 shows a Adelie penguin on pack ice in the Ross Sea in Antarctica. © AFP 
International leaders have joined hands to create the world’s largest marine park in the Antarctic Ocean. The European Union and 24 countries have reached a momentous agreement to open the Ross Sea Park. 
The deal was sealed in Hobart, Australia after prolonged negotiations run by the United Nation’s Commission for the Conservation of Antarctic Marine Living Resources. 
The Ross Sea marine park will cover an area of 1.55 million square kilometers and is to be protected from commercial fishing for 35 years. 
The preserved area covers more than 12 percent of the Southern Ocean and is home to more than 10,000 species. Scientists and activists consider the deal a historic milestone after decades of global efforts in marine preservation. 
The Ross Sea is seen as one of the world's most ecologically important oceans for its unique qualities. Scientists believe that the marine park can be a platform for a deeper understanding of climate change impacts. 
The 25-member commission comprised of Russia, China, the US and the EU had to have unanimous support for the decision. Loading ...",1
Comprehensive international resolve key to terror fight: Iran FM,"Politics Iranian Foreign Minister Mohammad Javad Zarif attends a news conference after a meeting with his counterparts Walid al-Muallem from Syria and Sergei Lavrov from Russia in Moscow, Russia, on October 28, 2016. (Photo by Reuters) 
Iranian Foreign Minister Mohammad Javad Zarif says comprehensive international determination is necessary to fight and uproot terrorism in the Middle East. 
The Iranian foreign minister made the remarks at the end of a three-way meeting among him and his Russian and Syrian counterparts, Sergei Lavrov and Walid al-Muallem respectively, in Moscow on Friday on the latest situation in Syria. 
Zarif said Tehran, Moscow and Damascus should reinforce their cooperation in the campaign against terrorism. 
He stressed the importance of adopting strategies to stop the delivery of weapons and military equipment to the foreign-backed Takfiri militants wreaking havoc in Syria. 
“The political settlement of the crisis in Syria will be possible through negotiations between the sides in order to put an end to this crisis,” Zarif said. 
The three foreign ministers agreed to intensify the fight against terrorism and said their countries have a common stance on the anti-terror campaign in the region, particularly in Syria. 
Lavrov said Iran, Russia and Syria have determined necessary frameworks for fighting terrorism and expressed their readiness to take measures that will play a key role in the campaign against the malicious phenomenon. 
The Russian foreign minister added that the Moscow meeting highlighted the significance of a firm and efficient battle against terrorism in the Middle East, particularly in Syria. 
He said the meeting’s participants also discussed ways to send humanitarian aid to civilians in Syria and stop the flow of weapons into the hands of terrorists operating in the war-hit country. 
Muallem, for his part, said the US is making no effort to find a political solution to the Syrian crisis. 
The Syrian foreign minister added that a recent agreement between Washington and Moscow, signed in the Swiss city of Geneva in September, failed to bear any fruit. 
After marathon talks in Geneva, US Secretary of State John Kerry and his Russian counterpart reached an agreement on September 10 to impose a ceasefire in the Syrian city of Aleppo and to coordinate military operations against terrorist groups in the country. 
Aleppo, Syria’s second largest city, remains divided between government forces in the west and foreign-backed terrorists in the east, making it a frontline battleground. 
Russia, which has been conducting an aerial military campaign against extremist militants in Syria, has repeatedly voiced its readiness for a ceasefire. Russia has been insisting, however, that any such lull in fighting should be accompanied with a meticulous separation of terrorists from less extremist militants fighting against the Syrian government. 
The Syrian foreign minister said Washington is not interested in solving the crisis in Damascus and takes measures only to serve the its own interests and those of its regional allies. 
Since March 2011, Syria has been hit by militancy it blames on some Western states and their regional allies. Backed by the Russian air cover, the Syrian military is engaged in an operation to rid the country of Daesh and other terrorist groups. 
The so-called Syrian Observatory for Human Rights and United Nations Special Envoy for Syria Staffan de Mistura have put the death toll from the Syria conflict at more than 300,000 and 400,000, respectively. 
This is while the UN has stopped its official casualty count in Syria, citing its inability to verify the figures it receives from various sources. 
Over the past few weeks, the Syrian forces have wrested control of several areas across the war-torn country as they press ahead with their counter-terrorism operations. 
Iran, Russia share strong anti-terror stance: Zarif 
Meanwhile, in a meeting with his Russian counterpart earlier on Friday, the Iranian foreign minister said Tehran and Moscow have “tough stances in the fight against terrorism in the region through common strategies.” 
“Tehran and Moscow have broad cooperation on regional issues such as the campaign against terrorism and extremism and we share views [on these matters],” Zarif added. Russian Foreign Minister Sergei Lavrov (R) speaks with his Iranian counterpart Mohammad Javad Zarif during a meeting in Moscow, Russia, on October 28, 2016. (Photo by Reuters) 
He also noted that Iran and Russia have succeeded in making considerable progress in all fields including in economic and political sectors as well as regional and international developments. 
""I am pleased that in recent years relations between the Islamic Republic of Iran and the Russian Federation, as two good neighbors and two key players, have made many positive developments,” Zarif said. 
Lavrov, for his part, said Tehran and Moscow urged cooperation on an unrelenting approach to terrorists operating against the Syrian government. 
Iran and Russia have similar stances on the ongoing deadly crisis in Syria. Moscow and Tehran reject any foreign interference in the affairs of the war-hit country, stressing that only the Syrians are entitled to decide their own fate. 
Iran has been providing military advisory assistance to the Syrian government in its campaign against terrorism. Loading ...",1
'There are many instances’ of voter fraud: GOP VP candidate Pence,"Politics US Republican vice presidential candidate Mike Pence speaks at a rally on October 25, 2016 in Marietta, Ohio. (Photo by AFP) 
US Republican vice presidential candidate Mike Pence says the mainstream media is biased against Donald Trump, and there are “many instances” of voter fraud in the run up to the November 8 election. 
Republican presidential nominee Trump has recently intensified his criticism of the American electoral system. He calls the election process rigged, and says the media is colluding with Democratic presidential candidate Hillary Clinton in order to win the White House. 
He has questioned the legitimacy of the US elections, saying that he believed the vote was already being ""rigged"" at many polling places. 
During his final presidential debate with Clinton last week, Trump declared that he might not accept the results of the November 8 presidential election if there is evidence it was rigged. 
In an interview with CBS News on Friday, Trump’s running mate, Pence, said, “Make no mistake about it, there are many instances in our lifetimes of voter fraud in individual polling places and in certain jurisdictions.” 
“Donald Trump and I are just calling on people to respectfully participate in the electoral process. We want a victory on Election Day, but we also want it to be a victory for American democracy,” he stated. Donald Trump speaks at an event on October 15, 2016 in Portsmouth, New Hampshire. (Photo by AFP) 
The governor of Indiana rejected claims of critics that Trump’s “rigging” rhetoric may encourage violence by his supporters if he loses the presidential election. 
“We certainly would denounce any calls for anything other people being vigorously involved in the electoral process,” he said. 
“I have to tell you, I really don’t see it. The people that rallying around our team, rallying around our cause, love this country, are passionate about this country and are anxious to see change,” the GOP vice presidential nominee stated. 
He went on to accuse the media of unfairly backing Clinton. 
“The level of negative coverage about my running mate in many quarters in the national media has just been overwhelming compared to any negative coverage or frankly the avalanche of scandals coming out of Hillary Clinton’s years as secretary of State,” Pence said. Attendees stand during the National Anthem at a rally for Republican presidential candidate Donald Trump at Cross Insurance Center on October 15, 2016 in Bangor, Maine. (Photo by AFP) 
According to a recent poll released, 41 percent of American voters are saying the 2016 election could be ""stolen"" from Trump due to widespread voter fraud. 
And 73 percent of Republican voters think the election could be stolen from the billionaire businessman, while 17 percent of Democrats agree with the prospect of rigging. 
American writer and political commentator Stephen Lendman told Press TV on October 17 Washington has been rigging elections for nearly 200 years in order to keep anti-establishment candidates away from the White House. Loading ...",1
Five Filipino hostages freed by Somali pirates reunite with families,"More Filipino fisherman Arnel Balbero (R), who was held hostage for nearly five years by Somali pirates, cries as he meets his relatives after arriving at the Manila International Airport on October 28, 2016. (Photo by AFP) 
Five Filipino fishermen who were released after being held hostage by Somali pirates for nearly five years have reunited with their families. 
The seafarers arrived at the airport in the Philippine capital Manila on Friday. 
""I am so happy. This is what I had been praying for every night,"" said Arnel Balbero, 33, as he was embraced by his four siblings at the airport. 
""Just to be with my family, even if we have nothing, even if we have only little to eat, I am already happy,"" he said. 
His sister, Lilia, trembled at the sight of her brother. ""It's like a miracle. We never lost hope he would be freed,"" she said. 
The Filipinos were among 26 freed hostages from Cambodia, China, Taiwan, Indonesia and Vietnam who were freed on October 22. The 26 hostages plus three others made up the crew of Naham 3, which was seized south of the Seychelles in March 2012. 
The captain of their Omani-flagged but Taiwanese-owned vessel died during the hijacking and two other crew members succumbed to illness in captivity. 
Recounting memories 
Balbero's cousin and fellow ex-hostage, Elmer, said the Somali pirates had cared little about the health of their captives. 
""We asked the pirates for medicine but they did not give us any. Instead they said, 'Where is your money?'"" said Elmer. 
The captives also said they suffered beatings at the hands of the pirates. 
""In our first week, they called it our introduction. They used bamboo to beat us,"" Arnel said. 
To survive, the Filipinos did chores for their captors, washing their clothes and even their weapons. 
""We took it as a chance to also wash. We couldn't take a bath often because they only gave us a liter of water each day,"" Arnel said. 
Hugging his two teenage daughters, Elmer said it was thoughts of seeing his family again that kept him going during his captivity. 
Taiwan's Foreign Ministry said the men were freed after a ransom was paid by the ship's owner as well as groups contracted to negotiate with the pirates, Taiwanese media reported. 
John Steed, who works with the Hostage Support Partnership, said the local community and tribal elders were involved in the ""difficult situation."" 
""These are poor fishermen. The ship had no value, they had no insurance, and of course governments don't want to be involved in these sort of negotiations either,"" he said. Sailors who had been held hostage by pirates for more than four years stand for a group photograph as they prepare to board an airplane after being released in Galkayo, Somalia, October 23, 2016. (Photo by AP) 
The sailors are believed to be among the last remaining captives seized by Somali pirates during the surge in hostage-taking in the mid-2000s. 
Piracy off the coast of Somalia has reduced significantly in recent years due to stronger international naval presence. Loading ...",1
780 Palestinian homes razed in occupied W Bank's Area C in 2016,"Palestine Palestinians check the flat of Amjad Aliwi after Israeli authorities demolished it in the northern occupied West Bank city of Nablus on October 11, 2016. (Photo by AFP) 
A new report has revealed that the number of Palestinian homes demolished by Israeli authorities in the largest division of the occupied West Bank since the beginning of the current year stands at more than 700. 
Israel's Hebrew-language Haaretz newspaper reported on Friday that a total of 780 Palestinian homes have been demolished in Area C of the West Bank, which constitutes about 61 percent of the territory and is under full Israeli military control, since January, leaving 1,129 people homeless. 
That compares to 453 demolitions in the area last year, which left 580 Palestinians without any place of residence. 
The newspaper noted that a total of 125 Palestinian homes have also been destroyed in East Jerusalem al-Quds since the start of the year, up from 78 last year. 
The demolitions affected 164 Palestinians in the region, marking an increase from 108 the previous year. 
The revelations came only two days after Israeli military forces razed three Palestinian homes in the Beit Hanina and Silwan neighborhoods of East Jerusalem al-Quds, displacing at least 44 people, including minors. 
International bodies and rights groups argue that Israel’s sustained demolitions of Palestinian homes and structures in the occupied West Bank and East Jerusalem al-Quds are an attempt by the Tel Aviv regime to uproot Palestinians from their native territories, and confiscate more land for expansion of illegal settlements. 
More than half a million Israelis live in over 230 illegal settlements built since the 1967 Israeli occupation of the Palestinian territories of the West Bank and East Jerusalem al-Quds. 
The presence and continued expansion of Israeli settlements in occupied Palestinian lands have created a major obstacle for the efforts to establish peace in the Middle East. 
The Palestinian Authority wants the West Bank as part of a future independent Palestinians state, with East Jerusalem al-Quds as its capital. Loading ...",1
Iran raps 'rare' EU clauses in trade deals,"Iran raps 'rare' EU clauses in trade deals Fri Oct 28, 2016 1:37PM Economy Asghar Fakhrieh Kashan, Iran’s deputy minister of roads and urban development, has criticized “very exceptional terms and conditions” that Europeans are including in trade deals with Iran. 
A top official in Tehran has accused European government of failing to take the required measures to facilitate trade agreements with Iran – what he says is already in violation of a nuclear agreement that was sealed with the country last summer and came into effect in January. 
Asghar Fakhrieh Kashan, Iran’s deputy minister of roads and urban development, told the Financial Times that European government should prevent the inclusion of what he described as “very exceptional terms and conditions” in trade agreements with Iran. 
Fakhrieh Kashan warned that such terms and conditions were effectively discouraging investments in the Iranian economy. 
He said export credit agencies were specifically demanding premiums on insurance that made banks insist on putting what he described as “unacceptable terms” in contracts related to “political risk” in doing business with Iran. 
Fakhrieh Kashan emphasized that Iran will not accept any clauses in trade agreements which he said foresee such possibilities like snapback sanctions and new sanctions against Iran. 
European businesses, he said, are in fact trying to devise deals in which political risks are inserted alongside commercial risks – what he said is totally rejected by the Islamic Republic. 
If anyone needed guarantees against political risks, it was Iran, Fakhrieh Kashan said in reference to the impact of western sanctions on the Iranian economy. 
“Why should Iran accept very exceptional terms and conditions in its contracts with European companies? This is not called a normal relationship,” he said. 
Fakhrieh Kashan emphasized that European countries should take the adequate measures to prevent their businesses from including political risk in contracts, warning that any failure to do so will be against the nuclear agreement with Iran. 
“This is where European countries are failing to be committed to the nuclear agreement. One of the main reasons the signing of contracts in various sectors has been delayed is this issue.” 
Last summer, Iran signed a historic deal with the US, Britain, France, Russia, China and Germany – the so-called P5+1 group - based on which it agreed to restrict certain aspects of its nuclear energy activities. The P5+1 in return agreed to lift certain economic sanctions imposed against the Islamic Republic. Loading ...",1
Myanmar reports first Zika case in pregnant woman,"More A Nicaraguan Health Ministry worker fumigates a house to kill mosquitoes during a campaign against dengue and chikungunya and to prevent Zika infection in Managua, October 27, 2016. (Photo by Reuters) 
Myanmar has confirmed its first case of the mosquito-borne Zika virus in a pregnant foreign woman in the country's largest city of Yangon. 
Authorities confirmed the infection in the 32-year-old foreign woman ""yesterday following a laboratory test,"" the Global New Light of Myanmar said on Friday. 
The director of Myanmar's public health department, Soe Lwin Nyein, said in a news conference that the woman was the country's ""first Zika victim."" 
He further said the woman, whose nationality he declined to disclose, had been living in Myanmar for several years. 
Zika symptoms may include fever, rash, joint pain, and conjunctivitis, and when pregnant women are infected, it can lead to microcephaly, causing severe brain damage in babies. A genetically modified male Aedes aegypti mosquito is pictured at Oxitec factory in Piracicaba, Brazil, on October 26, 2016. (Photo by Reuters) 
The virus, which was first identified in Uganda in 1947, is spreading across the world and has currently reached 72 countries and territories, according to the United Nations. 
There is no vaccine for Zika and efforts to eliminate the virus by using insecticides to kill carrier mosquitoes have resulted in the death of honey bees. 
Earlier this month, the World Health Organization warned that the virus may further spread in Asia, saying the Asia Pacific region is expected to report ""new cases and possibly new outbreaks of Zika."" Loading ...",1
"IOM says 5,238 refugees have died worldwide in 2016","EU Refugees wait to disembark from a ship on October 24, 2016, in Palermo, Italy. (Photo by AFP) 
More than 5,200 refugees have died across the world since the beginning of 2016, says the International Organization for Migration (IOM). 
The organization, which is based in Geneva, said on Friday that of a total of 5,238 deaths, 3,930 people died trying to cross the Mediterranean Sea by boat, indicating a 170-person increase compared to 2015. 
On Wednesday, the United Nations High Commissioner for Refugees (UNHCR) made a different account with more than 3,800 deaths in the Mediterranean since January, also noting that it was a new record compared to 2015. 
Over 280 asylum seekers trying to reach the European Union died off the Libyan shores recently, according to the IOM. 
The EU said on Thursday it had begun training the Libyan coast guard how to curb the influx of asylum seekers. 
“Today we are starting the training of the Libyan coast guard in Operation Sophia which is a very important step,” said the EU foreign affairs chief, Federica Mogherini, as she arrived for a meeting with NATO defense ministers in Brussels. 
NATO Secretary General Jens Stoltenberg said the Western military alliance had just launched its own Operation Sea Guardian in the Mediterranean to help support Operation Sophia. 
The EU launched Operation Sophia last year after hundreds of asylum seekers died when their rickety boats sank off southern Italy. 
The central Mediterranean route has seen more asylum seekers risk their lives in recent months after the EU reached an accord with Turkey in March to halt an influx of refugees crossing the Aegean to reach Europe. 
Stoltenberg further said within two weeks ships and aircraft would be provided by NATO allies to help back up Operation Sophia. Loading ...",1
Iran to resume gas exports to Turkey soon,"Iran to resume gas exports to Turkey soon Fri Oct 28, 2016 12:10PM Energy Iran says it will resume exports of natural gas to Turkey by Monday after an explosion in the Turkish territory halted the supplies on Thursday night. 
Iran says its exports of natural gas to Turkey that have been halted reportedly as a result of an explosion inside the Turkish territory will resume within the next few days. 
Sadeq Akbarpour, the head of Gas Exports Measurement Facilities at Iran-Turkey Border, told the domestic media that the required coordination is being carried out with the Turkish Botas company to resume Iran’s exports by next Monday. 
Akbarpour emphasized that Iran is ready to supply Turkey with its required gas whenever it voices its readiness. 
Majid Bojarzadeh, the spokesman of the National Iranian Gas Company (NIGC), also told Iran’s Shana news agency that Ankara had informed Tehran of a problem in the pipeline that carried Iranian gas into Turkey on Thursday night. 
Furthermore, Majid Aqababaei, the director general for border affairs of Iran’s Interior Ministry, acknowledged, as reported by Shana, that an explosion near Iran’s border had caused the problem. 
Iran is Turkey’s second supplier of gas after Russia, providing one-fifth of the country’s consumption. The current volume of natural gas that Iran is piping to its northwestern neighbor is 30 million cubic meters per day (mcm/d). Officials in Tehran had already emphasized that the Islamic Republic is ready to increase its gas exports to Turkey by 6 mcm/d. 
Iran has also for long been working on a plan to export its natural gas to Europe through Turkey. The plan – that was to be carried out though the Nabucco scheme – was eventually put on hold due to a series of technicalities. Nevertheless, officials in Tehran announced last month that the possibility that gas exports to Europe would return to the agenda exist “if the requited agreements with Europeans countries over the plan are reached”. Loading ...",1
Thailand’s economic future,"Economic Divide People pay respects to late Thai King Bhumibol Adulyadej near the Grand Palace in Bangkok, October 28, 2016. (Photo by AFP) 
The passing away of Thailand’s king has put the country into an uncertain state. The military junta, which has been in power after a coup, has announced one year of mourning. That will affect one of the largest industries in Thailand, namely tourism. 
Thailand’s economy was sluggish to begin with. Ever since the coup, retail business activity has experienced a slump, the agriculture industry has been hit with falling commodity prices, and exports, which accounts for 70% of Thailand’s GDP, has dropped five percentage points. 
It is interesting to note that the Thai stock exchange actually experienced growth after the coup, for the 20th consecutive month; yet, it then abruptly slowed down. Also of note: Thailand’s unemployment rate is one of the lowest in the world, at 1%. Loading ...",1
Tony Blair suggests a second referendum to reverse Brexit,"Politics Former British Prime Minister Tony Blair says UK voters ‘have to build the capability to mobilize and to organize’ against Brexit. 
Former British Prime Minister Tony Blair says Britain should keep its “options open” on whether or not to leave the European Union until after Brexit talks with the bloc are completed. 
During an interview on Friday with BBC Radio 4's “Today” program, Blair described the EU referendum as “a catastrophe” and said UK voters should be given the option of a second EU referendum. 
Britain should not withdraw from the EU until it becomes clearer how Brexit would impact UK’s economic, social and cultural future, Blair said. 
""The bizarre thing about this referendum is that we took a decision but we still don't know the precise terms,” he said. “There’s got to be some way, either through parliament, or through an election, possibly through another referendum, that people express their view.” 
The former premier, who was in office from 1997 until 2007, said it should be possible for the public to switch their verdict if it becomes clear the alternative negotiated by Prime Minister Theresa May is going to be worse. 
Blair’s argument contrasts sharply with that of May, who has repeatedly said that “Brexit means Brexit” and that she’ll respect the referendum result. Blair had argued that Britain should stay in the EU before the referendum. 
Economic growth in the UK is expected to slow significantly next year, due to uncertainty over of the Brexit vote. 
Experts have warned that leaving the EU will severely hurt London’s position as a financial hub, unless the UK decides to keep its access to the single EU market by loosening its stance on immigration. 
If the UK loses its access to the EU’s single market, the resulting increase in the costs of doing business and exporting to the EU would hurt Britain’s competitive position in Europe. Loading ...",1
West covering up crimes of Bahraini regime: Analyst,"Interviews A protester throws a glass bottle containing paint at a police armored personnel carrier during anti-regime demos in the village of Sitra, south of Manama, February 14, 2016. (Photo by Reuters) 
The Fourth High Criminal Court of Bahrain has sentenced 15 political opponents to long jail terms and also revoked the citizenship of all of them. While several international rights groups have criticized the Al Khalifa regime’s harsh crackdown on the Bahraini opposition, the Western powers turn a blind eye to the Arab state’s violations of human rights. 
Edward Corrigan, an international human rights lawyer, told Press TV’s Top 5 program that the Western powers are trying to whitewash the crimes committed by the Arab dictatorships in the Persian Gulf region because such regimes are considered the West’s “lap dogs.” 
“There is a double standard,” Corrigan said, explaining that Western powers say, “‘If you are a friend of ours and do what we want and give us oil and invest your money into European or American economy, we won’t question your human rights violations.’” 
According to the analyst, “There is hypocrisy, double standards and this is really a big political game. Our dictatorships and allies are OK but somebody else that we don’t like for whatever reason, we magnify their crimes and even create false flags and do other things to try to discredit them.” 
Elsewhere in his remarks, Corrigan said the definition of terrorism in Bahrain covers any kind of opposition, because the regime does “not want to allow any sort of political movements there to try to reform the system, to redress this massive discrimination against the Shia population, and to have any sort of voice for democracy; so, all of that is ‘terrorism.’” 
He added, “It is against the international law to remove people’s nationality from them and this is an extreme sort of punishment, very draconian, as they’re condemned by the international human rights organizations and other organizations.” 
Manama has been cracking down on dissent since February 2011, when an uprising began against the regime. Scores of people have lost their lives and hundreds of others sustained injuries or got arrested as a result of Al Khalifah regime’s harsh crackdown on anti-regime activists. Loading ...",1
Daesh abducts 1000s near Mosul to use them as human shields: UN,"Iraq Civilians leave their homes as Iraqi troops fight against Daesh militants in the village of Tob Zawa. (Photo by AP) 
Daesh terrorists have abducted tens of thousands of civilians from near Mosul to use them as human shields as government forces inch closer to the city proper in an operation to retake it, the UN says. 
UN human rights spokeswoman Ravina Shamdasani said the terrorist group also killed at least 232 people on Wednesday, including 190 former Iraqi security forces and 40 civilians, who refused to obey its orders. 
“Many of them who refused to comply were shot on the spot,” Shamdasani said in Geneva, citing reports corroborated by the UN that were “by no means comprehensive but indicative of violations.” 
As the news emerged, Iraq’s Hashd al-Shaabi volunteers said they were set to launch an offensive against Daesh west of Mosul imminently. 
Ahmad al-Assadi, a spokesman for the popular forces, confirmed that the fighters had completed preparations to move in the direction of Tal Afar, a Daesh-held city 63 kilometers west of Mosul. 
He added that the fighters would move to capture Tal Afar from their positions in the Iraqi town of Qayyara, situated some 60 kilometers south of Mosul. 
“A few days or hours separate us from the launch of operations there,” Asadi said. 
Iraqi forces liberated three key areas from Daesh terrorists east of Mosul. Army officials said troops also seized a tank and artillery from the terrorists, and found a two-kilometer-long tunnel full of ammunition. 
The army is edging closer to Mosul by liberating villages around the city. Nearly 80 Daesh-held towns and villages have been retaken by the army since the Iraqi forces began the battle to liberate Mosul last week. Loading ...",1
